txn_id,utr_ref,date,time,from_account_no,from_account_name,from_bank,to_account_no,to_account_name,to_bank,amount,mode
TXN00346,UTR780601268140,2024-07-07,11:09:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,80450816830,Chhotu Ansari,SBI,35000,NEFT
TXN00049,UTR488772069636,2024-07-07,12:09:23,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,35000,NEFT
TXN01016,UTR293152747254,2024-07-07,12:14:44,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,22000,NEFT
TXN00953,UTR157234567941,2024-07-07,13:22:58,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00084,UTR402403114692,2024-07-07,20:58:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,60000,NEFT
TXN00057,UTR130950860392,2024-07-08,10:20:16,18633362450,Ajay Yadav,HDFC Bank,18056893044,Ramesh Chandra Pandey,Punjab National Bank,2500,NEFT
TXN00298,UTR172447531907,2024-07-08,21:55:06,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Deposit
TXN00457,UTR716107898297,2024-07-09,09:22:07,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN01042,UTR239181521919,2024-07-09,13:07:50,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00687,UTR773818756410,2024-07-09,13:30:39,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,60000,NEFT
TXN00269,UTR512905876908,2024-07-09,16:09:22,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01208,UTR926310187089,2024-07-09,18:42:02,65117077513,Abid Khan,Kotak Mahindra Bank,32412415786,Rakesh Kumar,SBI,1200,RTGS
TXN00366,UTR725849859057,2024-07-10,06:12:47,80450816830,Chhotu Ansari,SBI,64281559570,Rohan Kapoor,HDFC Bank,7500,Cash Deposit
TXN00520,UTR623350722282,2024-07-10,10:58:14,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00139,UTR662313721052,2024-07-10,15:06:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,45000,NEFT
TXN01367,UTR893670412708,2024-07-10,17:38:06,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00028,UTR746308813639,2024-07-10,20:06:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,45000,NEFT
TXN00154,UTR406557946547,2024-07-10,20:20:48,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,60000,NEFT
TXN00395,UTR135394096956,2024-07-11,18:21:24,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00605,UTR196231347494,2024-07-11,21:06:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,22000,NEFT
TXN00532,UTR497917373767,2024-07-12,07:33:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44396022575,Chandu Meena,Axis Bank,60000,NEFT
TXN00595,UTR582068915589,2024-07-12,12:23:51,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,60000,NEFT
TXN00309,UTR493687811174,2024-07-12,13:46:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,08198427361,Amit Verma,SBI,45000,NEFT
TXN00701,UTR495088508456,2024-07-12,18:29:35,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,35000,NEFT
TXN00731,UTR909086085907,2024-07-12,22:44:34,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00729,UTR103800412068,2024-07-13,11:47:47,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00965,UTR421796123467,2024-07-14,06:09:43,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,IMPS
TXN00155,UTR774442509809,2024-07-14,09:17:54,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,22000,NEFT
TXN00702,UTR225261287800,2024-07-14,09:53:39,41992454521,Anita Rani,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00710,UTR202865575431,2024-07-14,15:50:42,41992454521,Anita Rani,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN01468,UTR354144603058,2024-07-14,18:39:34,43686792403,Salman Qureshi,SBI,65580053757,Kavita Devi,Bank of Baroda,60000,Cash Deposit
TXN00232,UTR752598457256,2024-07-14,21:18:47,65580053757,Kavita Devi,Bank of Baroda,93902439957,Aditya Rathore,Axis Bank,4000,Cash Deposit
TXN00898,UTR280242834910,2024-07-14,21:21:02,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN01157,UTR909765822466,2024-07-14,23:42:25,09094330418,Karan Malhotra,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00297,UTR729377618790,2024-07-15,08:45:07,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00059,UTR745210836121,2024-07-15,11:16:09,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,18633362450,Ajay Yadav,HDFC Bank,45000,NEFT
TXN00798,UTR484062012494,2024-07-15,20:36:56,35244533458,Sanjay Bhardwaj,Punjab National Bank,36247945967,Rekha Devi,Bank of Baroda,1200,Cash Deposit
TXN01222,UTR951978107822,2024-07-15,22:24:49,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,45000,NEFT
TXN01470,UTR404776949220,2024-07-16,08:22:19,65580053757,Kavita Devi,Bank of Baroda,10884387334,Yash Chopra,Bank of Baroda,15218,UPI
TXN01289,UTR223537185980,2024-07-16,09:08:24,52365451928,Farhana Begum,Kotak Mahindra Bank,38037979360,Rohit Bansal,ICICI Bank,2500,NEFT
TXN00010,UTR576823193901,2024-07-16,11:23:26,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32412415786,Rakesh Kumar,SBI,18000,NEFT
TXN01472,UTR105888169551,2024-07-16,11:50:43,65580053757,Kavita Devi,Bank of Baroda,38708135078,Irfan Ali,Axis Bank,17551,UPI
TXN00913,UTR668095439700,2024-07-16,11:58:01,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43588299843,Kavya Reddy,HDFC Bank,35000,NEFT
TXN00282,UTR444997559493,2024-07-16,12:16:28,08198427361,Amit Verma,SBI,99323421683,Tanvi Joshi,HDFC Bank,2500,UPI
TXN00109,UTR898835966813,2024-07-16,16:20:08,55933722348,Vikas Tomar,ICICI Bank,10884387334,Yash Chopra,Bank of Baroda,1200,Cash Withdrawal
TXN00033,UTR612320977010,2024-07-16,18:07:31,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00571,UTR137689277530,2024-07-17,09:02:04,24798510995,Rustam Ali,Bank of Baroda,86831863542,Neha Agarwal,Axis Bank,7500,IMPS
TXN01162,UTR838226109685,2024-07-17,11:03:34,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,75073462726,Meera Nair,ICICI Bank,35000,NEFT
TXN00758,UTR797644851577,2024-07-17,12:44:32,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00666,UTR352630722802,2024-07-17,14:01:09,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00518,UTR996129921262,2024-07-17,14:33:29,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01304,UTR450353465933,2024-07-17,16:08:22,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,22000,NEFT
TXN00612,UTR694441616017,2024-07-17,16:44:35,68826141830,Suresh Kumar Jain,Axis Bank,42679916140,Imran Sheikh,HDFC Bank,1200,RTGS
TXN00164,UTR306339060422,2024-07-17,23:51:46,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00497,UTR240099180209,2024-07-18,07:35:51,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00510,UTR834095933628,2024-07-18,08:31:49,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN01424,UTR980893890100,2024-07-18,13:21:38,18633362450,Ajay Yadav,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,15000,Cash Deposit
TXN00658,UTR830653754739,2024-07-18,15:41:14,69705333835,Priya Singh,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN01215,UTR725451065292,2024-07-18,21:39:34,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00018,UTR265324522594,2024-07-18,22:15:30,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32412415786,Rakesh Kumar,SBI,35000,NEFT
TXN00601,UTR138808190590,2024-07-19,06:17:31,49471531912,Mahesh Chand Gupta,ICICI Bank,16568651026,Bhola Prasad,ICICI Bank,500,NEFT
TXN01361,UTR267811785932,2024-07-19,17:42:45,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN01469,UTR951685603204,2024-07-19,18:51:21,65580053757,Kavita Devi,Bank of Baroda,44760461844,Farhan Ahmed,Punjab National Bank,16325,UPI
TXN00449,UTR305631038425,2024-07-20,20:02:45,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN01471,UTR239916329294,2024-07-20,23:31:20,65580053757,Kavita Devi,Bank of Baroda,36247945967,Rekha Devi,Bank of Baroda,10906,UPI
TXN01218,UTR713648709128,2024-07-21,06:41:42,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00222,UTR872680539491,2024-07-21,06:56:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,35000,NEFT
TXN00371,UTR658167361613,2024-07-21,08:00:26,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,80450816830,Chhotu Ansari,SBI,45000,NEFT
TXN00794,UTR811874242685,2024-07-21,11:00:27,35244533458,Sanjay Bhardwaj,Punjab National Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,500,UPI
TXN00719,UTR444365641079,2024-07-21,12:29:58,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00679,UTR121979364717,2024-07-21,17:07:21,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00120,UTR968280121736,2024-07-21,18:15:37,42679916140,Imran Sheikh,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN01235,UTR408794273970,2024-07-21,19:01:35,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64162634588,Rajesh Sinha,SBI,45000,NEFT
TXN01024,UTR968531367235,2024-07-21,19:39:10,64281559570,Rohan Kapoor,HDFC Bank,94695183670,Vivek Malhotra,Axis Bank,2500,Cash Withdrawal
TXN00741,UTR301749134345,2024-07-21,19:52:41,78264257436,Naveen Kumar Sharma,SBI,38708135078,Irfan Ali,Axis Bank,4000,IMPS
TXN00735,UTR720677551562,2024-07-22,07:32:40,78264257436,Naveen Kumar Sharma,SBI,44760461844,Farhan Ahmed,Punjab National Bank,2500,IMPS
TXN01425,UTR336871174747,2024-07-22,10:44:11,55933722348,Vikas Tomar,ICICI Bank,32412415786,Rakesh Kumar,SBI,6000,Cash Deposit
TXN01039,UTR629765883709,2024-07-22,13:20:05,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN01309,UTR813019028828,2024-07-22,17:37:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,35000,NEFT
TXN01052,UTR210676055548,2024-07-22,19:29:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,86831863542,Neha Agarwal,Axis Bank,35000,NEFT
TXN00940,UTR989119458463,2024-07-23,06:20:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41492355953,Arjun Mehta,ICICI Bank,22000,NEFT
TXN00606,UTR998094479502,2024-07-23,20:07:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,45000,NEFT
TXN00330,UTR445149627918,2024-07-23,20:54:55,16568651026,Bhola Prasad,ICICI Bank,35059071685,Sunita Rawat,HDFC Bank,2500,Cash Deposit
TXN00615,UTR558094819975,2024-07-23,22:49:05,68826141830,Suresh Kumar Jain,Axis Bank,94695183670,Vivek Malhotra,Axis Bank,1200,IMPS
TXN00095,UTR795452708856,2024-07-24,13:54:02,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00235,UTR879094647257,2024-07-24,14:37:52,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,45000,NEFT
TXN00665,UTR261252149524,2024-07-24,21:35:06,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00534,UTR486771032189,2024-07-25,13:07:49,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00742,UTR335165179594,2024-07-25,14:36:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,22000,NEFT
TXN01254,UTR707418861124,2024-07-25,17:00:48,64162634588,Rajesh Sinha,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Deposit
TXN00302,UTR578825661233,2024-07-25,18:07:47,08198427361,Amit Verma,SBI,18633362450,Ajay Yadav,HDFC Bank,500,UPI
TXN00723,UTR474128293490,2024-07-25,19:13:27,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,45000,NEFT
TXN00230,UTR139352043055,2024-07-26,08:44:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,60000,NEFT
TXN01277,UTR595370788326,2024-07-26,10:34:12,52365451928,Farhana Begum,Kotak Mahindra Bank,93902439957,Aditya Rathore,Axis Bank,7500,Cash Withdrawal
TXN01168,UTR379617674011,2024-07-26,17:19:13,75073462726,Meera Nair,ICICI Bank,64733283579,Nikhil Sharma,Punjab National Bank,4000,Cash Deposit
TXN00919,UTR422305860798,2024-07-26,18:47:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43588299843,Kavya Reddy,HDFC Bank,45000,NEFT
TXN00462,UTR278210096728,2024-07-27,14:26:25,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN01059,UTR623069888454,2024-07-27,15:45:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,86831863542,Neha Agarwal,Axis Bank,22000,NEFT
TXN00885,UTR522465343235,2024-07-27,17:52:48,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00992,UTR376504296352,2024-07-27,21:29:47,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00117,UTR201281995484,2024-07-27,23:56:57,42679916140,Imran Sheikh,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN01450,UTR224636967955,2024-07-28,13:36:45,43686792403,Salman Qureshi,SBI,65580053757,Kavita Devi,Bank of Baroda,90000,Cash Deposit
TXN00390,UTR960283579200,2024-07-28,19:01:03,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00928,UTR431141593820,2024-07-28,21:49:01,41492355953,Arjun Mehta,ICICI Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,2500,Cash Deposit
TXN01110,UTR885898246606,2024-07-28,22:55:01,93902439957,Aditya Rathore,Axis Bank,82760561101,Guddi Bai,SBI,1200,NEFT
TXN01452,UTR588147960849,2024-07-29,11:57:47,65580053757,Kavita Devi,Bank of Baroda,76092570588,Deepak Yadav,SBI,17648,UPI
TXN00446,UTR603734037593,2024-07-29,14:02:30,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,18000,NEFT
TXN01008,UTR835312207461,2024-07-29,16:02:25,64281559570,Rohan Kapoor,HDFC Bank,16568651026,Bhola Prasad,ICICI Bank,500,Cash Deposit
TXN01023,UTR328371549433,2024-07-29,18:14:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,18000,NEFT
TXN00430,UTR385153147789,2024-07-29,18:17:21,88481678051,Munna Tyagi,Punjab National Bank,32412415786,Rakesh Kumar,SBI,500,IMPS
TXN01203,UTR658352793619,2024-07-29,19:31:48,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN00388,UTR680252127065,2024-07-29,20:00:16,05606834229,Lakhan Singh Bhatti,SBI,44760461844,Farhan Ahmed,Punjab National Bank,500,IMPS
TXN00725,UTR415220355941,2024-07-29,21:17:12,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN01226,UTR795797580874,2024-07-29,22:11:31,65117077513,Abid Khan,Kotak Mahindra Bank,76092570588,Deepak Yadav,SBI,7500,IMPS
TXN00856,UTR233946214887,2024-07-29,23:23:32,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00787,UTR320104701523,2024-07-30,14:19:03,35244533458,Sanjay Bhardwaj,Punjab National Bank,68040380973,Sunil Malik,ICICI Bank,7500,Cash Deposit
TXN00629,UTR253177242010,2024-07-30,15:26:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68826141830,Suresh Kumar Jain,Axis Bank,45000,NEFT
TXN00126,UTR176270869873,2024-07-30,18:47:02,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,42679916140,Imran Sheikh,HDFC Bank,45000,NEFT
TXN00970,UTR934049893781,2024-07-30,20:40:35,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00560,UTR346197276558,2024-07-31,06:08:45,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00671,UTR623709848992,2024-07-31,06:39:54,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,IMPS
TXN01190,UTR466087285023,2024-07-31,07:14:37,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,10884387334,Yash Chopra,Bank of Baroda,35000,NEFT
TXN00132,UTR953583200902,2024-07-31,08:38:19,42679916140,Imran Sheikh,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01334,UTR229984879542,2024-07-31,11:19:58,76092570588,Deepak Yadav,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN01453,UTR299271008280,2024-07-31,11:21:54,65580053757,Kavita Devi,Bank of Baroda,EXT994804666,Unregistered Third-Party A/c,Unknown Bank,21770,UPI
TXN00769,UTR506472186132,2024-07-31,15:06:28,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00007,UTR164161490801,2024-07-31,18:50:38,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32412415786,Rakesh Kumar,SBI,22000,NEFT
TXN00713,UTR986037799642,2024-07-31,21:07:07,41992454521,Anita Rani,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN01249,UTR642292164563,2024-08-01,13:12:15,64162634588,Rajesh Sinha,SBI,93902439957,Aditya Rathore,Axis Bank,4000,UPI
TXN00782,UTR826724078648,2024-08-01,17:18:26,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN01239,UTR121834337286,2024-08-01,19:10:58,64162634588,Rajesh Sinha,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN01451,UTR252521549234,2024-08-02,09:14:53,65580053757,Kavita Devi,Bank of Baroda,93902439957,Aditya Rathore,Axis Bank,26993,UPI
TXN00773,UTR703859829056,2024-08-02,11:44:14,44760461844,Farhan Ahmed,Punjab National Bank,09094330418,Karan Malhotra,HDFC Bank,7500,NEFT
TXN00527,UTR471663353604,2024-08-02,13:30:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44396022575,Chandu Meena,Axis Bank,22000,NEFT
TXN00707,UTR967230967127,2024-08-02,14:59:57,41992454521,Anita Rani,Axis Bank,64733283579,Nikhil Sharma,Punjab National Bank,1200,Cash Withdrawal
TXN01454,UTR727262289089,2024-08-02,19:29:45,65580053757,Kavita Devi,Bank of Baroda,78264257436,Naveen Kumar Sharma,SBI,23589,UPI
TXN00947,UTR250330511679,2024-08-02,21:54:00,41492355953,Arjun Mehta,ICICI Bank,94695183670,Vivek Malhotra,Axis Bank,4000,IMPS
TXN00021,UTR673296618763,2024-08-03,10:07:33,68040380973,Sunil Malik,ICICI Bank,76092570588,Deepak Yadav,SBI,2500,Cash Withdrawal
TXN00322,UTR949405160553,2024-08-04,06:05:53,38037979360,Rohit Bansal,ICICI Bank,41492355953,Arjun Mehta,ICICI Bank,7500,RTGS
TXN00857,UTR278049059139,2024-08-04,07:40:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,94695183670,Vivek Malhotra,Axis Bank,35000,NEFT
TXN00918,UTR251040761266,2024-08-04,09:22:03,43588299843,Kavya Reddy,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00957,UTR355523379923,2024-08-04,13:48:59,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00570,UTR877035430344,2024-08-04,21:21:02,24798510995,Rustam Ali,Bank of Baroda,43686792403,Salman Qureshi,SBI,4000,IMPS
TXN00840,UTR715466124252,2024-08-05,06:40:44,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00448,UTR789253550999,2024-08-05,06:58:11,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,22000,NEFT
TXN00385,UTR170888338338,2024-08-05,09:21:47,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN01122,UTR632395309013,2024-08-05,14:34:09,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00619,UTR447843354024,2024-08-05,15:53:17,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01253,UTR842185422951,2024-08-05,21:10:57,64162634588,Rajesh Sinha,SBI,35244533458,Sanjay Bhardwaj,Punjab National Bank,7500,Cash Withdrawal
TXN01394,UTR316861962697,2024-08-05,22:04:51,68815550998,Poonam Chawla,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00500,UTR981273714824,2024-08-06,14:12:58,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00901,UTR700263177488,2024-08-06,15:49:34,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00544,UTR372598236158,2024-08-06,16:43:49,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00575,UTR294002404175,2024-08-06,16:50:21,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,60000,NEFT
TXN01144,UTR300808836052,2024-08-06,18:02:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,09094330418,Karan Malhotra,HDFC Bank,35000,NEFT
TXN00503,UTR997914378179,2024-08-06,19:28:35,82760561101,Guddi Bai,SBI,35244533458,Sanjay Bhardwaj,Punjab National Bank,2500,Cash Withdrawal
TXN00805,UTR340889052609,2024-08-07,14:16:23,35244533458,Sanjay Bhardwaj,Punjab National Bank,64281559570,Rohan Kapoor,HDFC Bank,4000,Cash Withdrawal
TXN01373,UTR763885724158,2024-08-08,16:01:08,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
